"Barcode"	"Cluster"
"F05_C01_P4-E05_LIG154_4_1"	"F05_C01_P4-E05_LIG154_4_1"	"SRI"
"F05_C03_P4-E06_LIG148_4_1"	"F05_C03_P4-E06_LIG148_4_1"	"SRI"
"F05_C04_P4-E05_LIG71_4_1"	"F05_C04_P4-E05_LIG71_4_1"	"SII"
"F06_E05_P4-E06_LIG169_4_1"	"F06_E05_P4-E06_LIG169_4_1"	"SRI"
"F06_E10_P4-E04_LIG287_4_1"	"F06_E10_P4-E04_LIG287_4_1"	"SRI"
"F06_E10_P4-E05_LIG62_4_1"	"F06_E10_P4-E05_LIG62_4_1"	"SRI"
"F06_E10_P4-E05_LIG67_4_1"	"F06_E10_P4-E05_LIG67_4_1"	"SRI"
"F07_D01_P4-E05_LIG218_4_1"	"F07_D01_P4-E05_LIG218_4_1"	"SRI"
"F07_D02_P4-E04_LIG264_4_1"	"F07_D02_P4-E04_LIG264_4_1"	"SRI"
"F07_D02_P4-E05_LIG69_4_1"	"F07_D02_P4-E05_LIG69_4_1"	"SII"
"F07_D08_P4-E05_LIG82_4_1"	"F07_D08_P4-E05_LIG82_4_1"	"SRI"
"F07_D10_P4-E05_LIG239_4_1"	"F07_D10_P4-E05_LIG239_4_1"	"SRI"
"F07_D11_P4-E05_LIG28_4_1"	"F07_D11_P4-E05_LIG28_4_1"	"SRI"
"F08_G02_P4-E05_LIG242_4_1"	"F08_G02_P4-E05_LIG242_4_1"	"SRI"
"F08_G03_P4-E05_LIG83_4_1"	"F08_G03_P4-E05_LIG83_4_1"	"SRI"
"F08_G05_P4-E05_LIG238_4_1"	"F08_G05_P4-E05_LIG238_4_1"	"SRI"
"F08_G05_P4-E06_LIG149_4_1"	"F08_G05_P4-E06_LIG149_4_1"	"SRI"
"F09_H01_P4-E06_LIG118_4_1"	"F09_H01_P4-E06_LIG118_4_1"	"SRI"
"F09_H03_P4-E04_LIG154_4_1"	"F09_H03_P4-E04_LIG154_4_1"	"SRI"
"F09_H03_P4-E05_LIG71_4_1"	"F09_H03_P4-E05_LIG71_4_1"	"SRI"
"F09_H06_P4-E04_LIG64_4_1"	"F09_H06_P4-E04_LIG64_4_1"	"SRI"
"F09_H06_P4-E05_LIG107_4_1"	"F09_H06_P4-E05_LIG107_4_1"	"SRI"
"F09_H07_P4-E04_LIG253_4_1"	"F09_H07_P4-E04_LIG253_4_1"	"SRI"
"F09_H11_P4-E05_LIG250_4_1"	"F09_H11_P4-E05_LIG250_4_1"	"SRI"
"F09_H11_P4-E05_LIG64_4_1"	"F09_H11_P4-E05_LIG64_4_1"	"SII"
"G01_F09_P4-E06_LIG103_4_1"	"G01_F09_P4-E06_LIG103_4_1"	"SRI"
"G01_F10_P4-E06_LIG205_4_1"	"G01_F10_P4-E06_LIG205_4_1"	"SRI"
"G01_F11_P4-E06_LIG112_4_1"	"G01_F11_P4-E06_LIG112_4_1"	"SRI"
"G03_B02_P4-E06_LIG206_4_1"	"G03_B02_P4-E06_LIG206_4_1"	"SRI"
"G03_B03_P4-E06_LIG123_4_1"	"G03_B03_P4-E06_LIG123_4_1"	"SRI"
"G03_B05_P4-E05_LIG119_4_1"	"G03_B05_P4-E05_LIG119_4_1"	"SRI"
"G03_B09_P4-E05_LIG308_4_1"	"G03_B09_P4-E05_LIG308_4_1"	"SRI"
"G05_C01_P4-E04_LIG69_4_1"	"G05_C01_P4-E04_LIG69_4_1"	"SII"
"G05_C02_P4-E04_LIG5_4_1"	"G05_C02_P4-E04_LIG5_4_1"	"SII"
"G05_C05_P4-E04_LIG172_4_1"	"G05_C05_P4-E04_LIG172_4_1"	"SRI"
"G05_C10_P4-E04_LIG37_4_1"	"G05_C10_P4-E04_LIG37_4_1"	"SII"
"G05_C11_P4-E06_LIG274_4_1"	"G05_C11_P4-E06_LIG274_4_1"	"SRI"
"G06_E06_P4-E05_LIG88_4_1"	"G06_E06_P4-E05_LIG88_4_1"	"SRI"
"G06_E08_P4-E06_LIG4_4_1"	"G06_E08_P4-E06_LIG4_4_1"	"SRI"
"G08_G01_P4-E05_LIG111_4_1"	"G08_G01_P4-E05_LIG111_4_1"	"SRI"
"G08_G07_P4-E05_LIG148_4_1"	"G08_G07_P4-E05_LIG148_4_1"	"SRI"
"G08_G07_P4-E05_LIG53_4_1"	"G08_G07_P4-E05_LIG53_4_1"	"SRI"
"G08_G09_P4-E06_LIG293_4_1"	"G08_G09_P4-E06_LIG293_4_1"	"SRI"
"G09_H12_P4-E05_LIG74_4_1"	"G09_H12_P4-E05_LIG74_4_1"	"SRI"
"G10_A01_P4-E05_LIG288_4_1"	"G10_A01_P4-E05_LIG288_4_1"	"SRI"
"G10_A03_P4-E05_LIG217_4_1"	"G10_A03_P4-E05_LIG217_4_1"	"SRI"
"G10_A08_P4-E06_LIG18_4_1"	"G10_A08_P4-E06_LIG18_4_1"	"SRI"
"G10_A10_P4-E04_LIG192_4_1"	"G10_A10_P4-E04_LIG192_4_1"	"SRI"
"G11_B03_P4-E06_LIG43_4_1"	"G11_B03_P4-E06_LIG43_4_1"	"SRI"
"G11_B10_P4-E06_LIG1_4_1"	"G11_B10_P4-E06_LIG1_4_1"	"SRI"
"H01_F05_P4-E04_LIG1_4_1"	"H01_F05_P4-E04_LIG1_4_1"	"SRI"
"H02_A08_P4-E06_LIG267_4_1"	"H02_A08_P4-E06_LIG267_4_1"	"SII"
"H02_A09_P4-E04_LIG313_4_1"	"H02_A09_P4-E04_LIG313_4_1"	"SRI"
"H02_A11_P4-E04_LIG50_4_1"	"H02_A11_P4-E04_LIG50_4_1"	"SRI"
"H02_A11_P4-E04_LIG6_4_1"	"H02_A11_P4-E04_LIG6_4_1"	"SRI"
"H03_B02_P4-E06_LIG6_4_1"	"H03_B02_P4-E06_LIG6_4_1"	"SRI"
"H03_B04_P4-E04_LIG11_4_1"	"H03_B04_P4-E04_LIG11_4_1"	"SRI"
"H03_B04_P4-E06_LIG185_4_1"	"H03_B04_P4-E06_LIG185_4_1"	"SRI"
"H03_B05_P4-E04_LIG318_4_1"	"H03_B05_P4-E04_LIG318_4_1"	"SRI"
"H03_B10_P4-E04_LIG255_4_1"	"H03_B10_P4-E04_LIG255_4_1"	"SII"
"H03_B11_P4-E06_LIG292_4_1"	"H03_B11_P4-E06_LIG292_4_1"	"SRI"
"H05_C06_P4-E05_LIG42_4_1"	"H05_C06_P4-E05_LIG42_4_1"	"SRI"
"H06_E07_P4-E04_LIG124_4_1"	"H06_E07_P4-E04_LIG124_4_1"	"SRI"
"H06_E08_P4-E06_LIG257_4_1"	"H06_E08_P4-E06_LIG257_4_1"	"SRI"
"H06_E10_P4-E06_LIG310_4_1"	"H06_E10_P4-E06_LIG310_4_1"	"SRI"
"H09_H09_P4-E06_LIG105_4_1"	"H09_H09_P4-E06_LIG105_4_1"	"SRI"
"H09_H12_P4-E05_LIG35_4_1"	"H09_H12_P4-E05_LIG35_4_1"	"SRI"
"H10_A09_P4-E04_LIG182_4_1"	"H10_A09_P4-E04_LIG182_4_1"	"SRI"
"H11_B02_P4-E04_LIG26_4_1"	"H11_B02_P4-E04_LIG26_4_1"	"SRI"
"H11_B06_P4-E05_LIG95_4_1"	"H11_B06_P4-E05_LIG95_4_1"	"SRI"
"H11_B07_P4-E04_LIG11_4_1"	"H11_B07_P4-E04_LIG11_4_1"	"SRI"
"A02_B01_P3-G02_LIG52_5_1"	"A02_B01_P3-G02_LIG52_5_1"	"SII"
"A02_B02_P1-F11_LIG296_5_1"	"A02_B02_P1-F11_LIG296_5_1"	"SRI"
"A02_B06_P3-G03_LIG245_5_1"	"A02_B06_P3-G03_LIG245_5_1"	"SRI"
"A02_B06_P3-G03_LIG323_5_1"	"A02_B06_P3-G03_LIG323_5_1"	"SRI"
"A02_B07_P1-F09_LIG268_5_1"	"A02_B07_P1-F09_LIG268_5_1"	"SRI"
"A02_B08_P1-F09_LIG264_5_1"	"A02_B08_P1-F09_LIG264_5_1"	"SII"
"A02_B09_P1-F11_LIG248_5_1"	"A02_B09_P1-F11_LIG248_5_1"	"SRI"
"A02_B09_P1-F11_LIG31_5_1"	"A02_B09_P1-F11_LIG31_5_1"	"SRI"
"A02_B09_P3-G02_LIG348_5_1"	"A02_B09_P3-G02_LIG348_5_1"	"SRI"
"A02_B12_P1-F11_LIG224_5_1"	"A02_B12_P1-F11_LIG224_5_1"	"SRI"
"A03_C01_P1-F09_LIG182_5_1"	"A03_C01_P1-F09_LIG182_5_1"	"SRI"
"A03_C01_P3-G03_LIG105_5_1"	"A03_C01_P3-G03_LIG105_5_1"	"SRI"
"A03_C02_P1-F12_LIG198_5_1"	"A03_C02_P1-F12_LIG198_5_1"	"SRI"
"A03_C04_P1-F09_LIG328_5_1"	"A03_C04_P1-F09_LIG328_5_1"	"SRI"
"A03_C05_P1-F09_LIG141_5_1"	"A03_C05_P1-F09_LIG141_5_1"	"eAM"
"A03_C05_P1-F12_LIG85_5_1"	"A03_C05_P1-F12_LIG85_5_1"	"SRI"
"A03_C05_P3-G02_LIG322_5_1"	"A03_C05_P3-G02_LIG322_5_1"	"SRI"
"A03_C07_P1-F10_LIG17_5_1"	"A03_C07_P1-F10_LIG17_5_1"	"SRI"
"A03_C08_P1-F10_LIG28_5_1"	"A03_C08_P1-F10_LIG28_5_1"	"SRI"
"A03_C09_P1-F10_LIG73_5_1"	"A03_C09_P1-F10_LIG73_5_1"	"SRI"
"A03_C09_P1-F12_LIG370_5_1"	"A03_C09_P1-F12_LIG370_5_1"	"SRI"
"A03_C09_P3-G02_LIG166_5_1"	"A03_C09_P3-G02_LIG166_5_1"	"SRI"
"A03_C10_P3-G02_LIG342_5_1"	"A03_C10_P3-G02_LIG342_5_1"	"SRI"
"A03_C11_P1-F11_LIG34_5_1"	"A03_C11_P1-F11_LIG34_5_1"	"SRI"
"A03_C11_P1-F12_LIG54_5_1"	"A03_C11_P1-F12_LIG54_5_1"	"SRI"
"A03_C11_P3-G03_LIG233_5_1"	"A03_C11_P3-G03_LIG233_5_1"	"SRI"
"A05_D02_P3-G02_LIG111_5_1"	"A05_D02_P3-G02_LIG111_5_1"	"SRI"
"A05_D03_P1-F10_LIG193_5_1"	"A05_D03_P1-F10_LIG193_5_1"	"SRI"
"A05_D03_P3-G02_LIG152_5_1"	"A05_D03_P3-G02_LIG152_5_1"	"SRI"
"A05_D06_P1-F09_LIG297_5_1"	"A05_D06_P1-F09_LIG297_5_1"	"SRI"
"A05_D06_P3-G03_LIG186_5_1"	"A05_D06_P3-G03_LIG186_5_1"	"SRI"
"A05_D08_P1-F10_LIG237_5_1"	"A05_D08_P1-F10_LIG237_5_1"	"SII"
"A05_D08_P1-F11_LIG280_5_1"	"A05_D08_P1-F11_LIG280_5_1"	"SRI"
"A05_D08_P3-G02_LIG113_5_1"	"A05_D08_P3-G02_LIG113_5_1"	"SRI"
"A05_D08_P3-G03_LIG287_5_1"	"A05_D08_P3-G03_LIG287_5_1"	"SRI"
"A05_D08_P3-G03_LIG317_5_1"	"A05_D08_P3-G03_LIG317_5_1"	"SRI"
"A05_D11_P1-F11_LIG273_5_1"	"A05_D11_P1-F11_LIG273_5_1"	"SRI"
"A06_E05_P1-F10_LIG371_5_1"	"A06_E05_P1-F10_LIG371_5_1"	"SRI"
"A06_E06_P3-G02_LIG172_5_1"	"A06_E06_P3-G02_LIG172_5_1"	"SRI"
"A06_E08_P1-F10_LIG175_5_1"	"A06_E08_P1-F10_LIG175_5_1"	"SRI"
"A06_E11_P1-F10_LIG301_5_1"	"A06_E11_P1-F10_LIG301_5_1"	"eAM"
"A06_E11_P3-G02_LIG370_5_1"	"A06_E11_P3-G02_LIG370_5_1"	"SRI"
"A06_E12_P1-F10_LIG260_5_1"	"A06_E12_P1-F10_LIG260_5_1"	"SRI"
"A10_A01_P1-F11_LIG195_5_1"	"A10_A01_P1-F11_LIG195_5_1"	"SRI"
"A10_A02_P3-G02_LIG303_5_1"	"A10_A02_P3-G02_LIG303_5_1"	"SRI"
"A10_A03_P1-F09_LIG160_5_1"	"A10_A03_P1-F09_LIG160_5_1"	"SRI"
"A10_A03_P1-F12_LIG119_5_1"	"A10_A03_P1-F12_LIG119_5_1"	"SRI"
"A10_A04_P1-F09_LIG4_5_1"	"A10_A04_P1-F09_LIG4_5_1"	"SRI"
"A10_A05_P1-F09_LIG88_5_1"	"A10_A05_P1-F09_LIG88_5_1"	"SRI"
"A10_A05_P1-F12_LIG384_5_1"	"A10_A05_P1-F12_LIG384_5_1"	"SRI"
"A10_A05_P1-F12_LIG74_5_1"	"A10_A05_P1-F12_LIG74_5_1"	"SRI"
"A10_A05_P3-G03_LIG117_5_1"	"A10_A05_P3-G03_LIG117_5_1"	"SRI"
"A10_A07_P1-F09_LIG346_5_1"	"A10_A07_P1-F09_LIG346_5_1"	"SRI"
"A10_A07_P1-F12_LIG356_5_1"	"A10_A07_P1-F12_LIG356_5_1"	"SRI"
"A10_A07_P3-G03_LIG18_5_1"	"A10_A07_P3-G03_LIG18_5_1"	"SRI"
"A10_A09_P1-F12_LIG335_5_1"	"A10_A09_P1-F12_LIG335_5_1"	"SRI"
"A10_A10_P3-G02_LIG95_5_1"	"A10_A10_P3-G02_LIG95_5_1"	"SRI"
"A10_A11_P1-F09_LIG83_5_1"	"A10_A11_P1-F09_LIG83_5_1"	"SII"
"A10_A12_P3-G02_LIG46_5_1"	"A10_A12_P3-G02_LIG46_5_1"	"SRI"
"A11_B01_P1-F12_LIG228_5_1"	"A11_B01_P1-F12_LIG228_5_1"	"SRI"
"A11_B01_P3-G02_LIG68_5_1"	"A11_B01_P3-G02_LIG68_5_1"	"SRI"
"A11_B02_P1-F12_LIG281_5_1"	"A11_B02_P1-F12_LIG281_5_1"	"SRI"
"A11_B03_P1-F11_LIG326_5_1"	"A11_B03_P1-F11_LIG326_5_1"	"SRI"
"A11_B03_P3-G02_LIG56_5_1"	"A11_B03_P3-G02_LIG56_5_1"	"SRI"
"A11_B03_P3-G03_LIG229_5_1"	"A11_B03_P3-G03_LIG229_5_1"	"SRI"
"A11_B04_P1-F09_LIG97_5_1"	"A11_B04_P1-F09_LIG97_5_1"	"eAM"
"A11_B05_P3-G02_LIG70_5_1"	"A11_B05_P3-G02_LIG70_5_1"	"SRI"
"A11_B06_P1-F12_LIG130_5_1"	"A11_B06_P1-F12_LIG130_5_1"	"SRI"
"A11_B08_P1-F10_LIG250_5_1"	"A11_B08_P1-F10_LIG250_5_1"	"SRI"
"A11_B09_P1-F12_LIG108_5_1"	"A11_B09_P1-F12_LIG108_5_1"	"SRI"
"A11_B10_P1-F10_LIG33_5_1"	"A11_B10_P1-F10_LIG33_5_1"	"SRI"
"A11_B11_P1-F09_LIG93_5_1"	"A11_B11_P1-F09_LIG93_5_1"	"SRI"
"A11_B12_P1-F10_LIG261_5_1"	"A11_B12_P1-F10_LIG261_5_1"	"SRI"
"A11_F01_P1-F09_LIG310_5_1"	"A11_F01_P1-F09_LIG310_5_1"	"SRI"
"A11_F02_P1-F09_LIG240_5_1"	"A11_F02_P1-F09_LIG240_5_1"	"sAM"
"A11_F02_P3-G02_LIG109_5_1"	"A11_F02_P3-G02_LIG109_5_1"	"SRI"
"A11_F04_P1-F10_LIG269_5_1"	"A11_F04_P1-F10_LIG269_5_1"	"SRI"
"A11_F04_P1-F11_LIG11_5_1"	"A11_F04_P1-F11_LIG11_5_1"	"SII"
"A11_F04_P1-F12_LIG185_5_1"	"A11_F04_P1-F12_LIG185_5_1"	"SRI"
"A11_F07_P1-F09_LIG255_5_1"	"A11_F07_P1-F09_LIG255_5_1"	"SRI"
"A11_F07_P1-F11_LIG292_5_1"	"A11_F07_P1-F11_LIG292_5_1"	"SRI"
"A11_F07_P3-G03_LIG46_5_1"	"A11_F07_P3-G03_LIG46_5_1"	"SRI"
"A11_F10_P3-G03_LIG142_5_1"	"A11_F10_P3-G03_LIG142_5_1"	"SRI"
"A11_F11_P1-F09_LIG39_5_1"	"A11_F11_P1-F09_LIG39_5_1"	"SRI"
"A11_F11_P3-G02_LIG213_5_1"	"A11_F11_P3-G02_LIG213_5_1"	"SRI"
"A11_F11_P3-G03_LIG89_5_1"	"A11_F11_P3-G03_LIG89_5_1"	"eAM"
"A11_F12_P1-F12_LIG280_5_1"	"A11_F12_P1-F12_LIG280_5_1"	"SRI"
"A12_G01_P1-F11_LIG230_5_1"	"A12_G01_P1-F11_LIG230_5_1"	"SII"
"A12_G01_P1-F12_LIG83_5_1"	"A12_G01_P1-F12_LIG83_5_1"	"SRI"
"A12_G01_P3-G03_LIG184_5_1"	"A12_G01_P3-G03_LIG184_5_1"	"SRI"
"A12_G03_P3-G02_LIG317_5_1"	"A12_G03_P3-G02_LIG317_5_1"	"SRI"
"A12_G03_P3-G03_LIG26_5_1"	"A12_G03_P3-G03_LIG26_5_1"	"SII"
"A12_G04_P1-F11_LIG200_5_1"	"A12_G04_P1-F11_LIG200_5_1"	"SRI"
"A12_G05_P1-F11_LIG191_5_1"	"A12_G05_P1-F11_LIG191_5_1"	"SRI"
"A12_G05_P3-G03_LIG67_5_1"	"A12_G05_P3-G03_LIG67_5_1"	"SRI"
"A12_G06_P1-F12_LIG285_5_1"	"A12_G06_P1-F12_LIG285_5_1"	"SRI"
"A12_G07_P1-F11_LIG58_5_1"	"A12_G07_P1-F11_LIG58_5_1"	"SRI"
"A12_G08_P1-F10_LIG42_5_1"	"A12_G08_P1-F10_LIG42_5_1"	"sAM"
"A12_G08_P1-F12_LIG313_5_1"	"A12_G08_P1-F12_LIG313_5_1"	"SRI"
"A12_G09_P1-F09_LIG138_5_1"	"A12_G09_P1-F09_LIG138_5_1"	"SRI"
"A12_G09_P3-G03_LIG76_5_1"	"A12_G09_P3-G03_LIG76_5_1"	"SRI"
"A12_G11_P3-G02_LIG141_5_1"	"A12_G11_P3-G02_LIG141_5_1"	"SRI"
"A12_G11_P3-G02_LIG66_5_1"	"A12_G11_P3-G02_LIG66_5_1"	"SRI"
"A12_G12_P1-F11_LIG359_5_1"	"A12_G12_P1-F11_LIG359_5_1"	"SRI"
"B02_B01_P1-F11_LIG160_5_1"	"B02_B01_P1-F11_LIG160_5_1"	"SRI"
"B02_B01_P3-G03_LIG30_5_1"	"B02_B01_P3-G03_LIG30_5_1"	"SRI"
"B02_B02_P1-F11_LIG122_5_1"	"B02_B02_P1-F11_LIG122_5_1"	"SRI"
"B02_B02_P3-G03_LIG116_5_1"	"B02_B02_P3-G03_LIG116_5_1"	"SRI"
"B02_B04_P3-G03_LIG229_5_1"	"B02_B04_P3-G03_LIG229_5_1"	"eAM"
"B02_B06_P3-G03_LIG252_5_1"	"B02_B06_P3-G03_LIG252_5_1"	"SRI"
"B02_B08_P1-F11_LIG254_5_1"	"B02_B08_P1-F11_LIG254_5_1"	"SRI"
"B02_B08_P1-F12_LIG156_5_1"	"B02_B08_P1-F12_LIG156_5_1"	"sAM"
"B02_B08_P1-F12_LIG191_5_1"	"B02_B08_P1-F12_LIG191_5_1"	"SRI"
"B02_B09_P1-F12_LIG13_5_1"	"B02_B09_P1-F12_LIG13_5_1"	"SRI"
"B02_B10_P1-F12_LIG52_5_1"	"B02_B10_P1-F12_LIG52_5_1"	"SRI"
"B02_B11_P1-F09_LIG170_5_1"	"B02_B11_P1-F09_LIG170_5_1"	"SRI"
"B02_B12_P1-F10_LIG359_5_1"	"B02_B12_P1-F10_LIG359_5_1"	"SRI"
"B03_C01_P1-F10_LIG139_5_1"	"B03_C01_P1-F10_LIG139_5_1"	"SRI"
"B03_C01_P3-G03_LIG40_5_1"	"B03_C01_P3-G03_LIG40_5_1"	"SRI"
"B03_C02_P1-F09_LIG171_5_1"	"B03_C02_P1-F09_LIG171_5_1"	"SRI"
"B03_C02_P1-F11_LIG252_5_1"	"B03_C02_P1-F11_LIG252_5_1"	"SRI"
"B03_C02_P3-G02_LIG84_5_1"	"B03_C02_P3-G02_LIG84_5_1"	"SRI"
"B03_C03_P1-F10_LIG290_5_1"	"B03_C03_P1-F10_LIG290_5_1"	"SRI"
"B03_C05_P1-F11_LIG268_5_1"	"B03_C05_P1-F11_LIG268_5_1"	"SRI"
"B03_C07_P1-F11_LIG255_5_1"	"B03_C07_P1-F11_LIG255_5_1"	"SRI"
"B03_C09_P3-G03_LIG158_5_1"	"B03_C09_P3-G03_LIG158_5_1"	"SRI"
"B03_C10_P1-F09_LIG349_5_1"	"B03_C10_P1-F09_LIG349_5_1"	"SRI"
"B03_C10_P1-F12_LIG53_5_1"	"B03_C10_P1-F12_LIG53_5_1"	"SII"
"B05_D01_P1-F11_LIG123_5_1"	"B05_D01_P1-F11_LIG123_5_1"	"SRI"
"B05_D01_P1-F12_LIG42_5_1"	"B05_D01_P1-F12_LIG42_5_1"	"SRI"
"B05_D01_P3-G02_LIG132_5_1"	"B05_D01_P3-G02_LIG132_5_1"	"SRI"
"B05_D02_P1-F09_LIG175_5_1"	"B05_D02_P1-F09_LIG175_5_1"	"SRI"
"B05_D02_P3-G03_LIG61_5_1"	"B05_D02_P3-G03_LIG61_5_1"	"SRI"
"B05_D03_P1-F09_LIG92_5_1"	"B05_D03_P1-F09_LIG92_5_1"	"SRI"
"B05_D08_P3-G02_LIG80_5_1"	"B05_D08_P3-G02_LIG80_5_1"	"SRI"
"B05_D10_P1-F11_LIG291_5_1"	"B05_D10_P1-F11_LIG291_5_1"	"SRI"
"B05_D11_P1-F10_LIG151_5_1"	"B05_D11_P1-F10_LIG151_5_1"	"SRI"
"B05_D12_P1-F09_LIG120_5_1"	"B05_D12_P1-F09_LIG120_5_1"	"eAM"
"B06_E02_P1-F12_LIG91_5_1"	"B06_E02_P1-F12_LIG91_5_1"	"sAM"
"B06_E03_P1-F09_LIG139_5_1"	"B06_E03_P1-F09_LIG139_5_1"	"SRI"
"B06_E03_P3-G02_LIG213_5_1"	"B06_E03_P3-G02_LIG213_5_1"	"SRI"
"B06_E05_P1-F12_LIG43_5_1"	"B06_E05_P1-F12_LIG43_5_1"	"SRI"
"B06_E06_P3-G02_LIG253_5_1"	"B06_E06_P3-G02_LIG253_5_1"	"SRI"
"B06_E06_P3-G03_LIG92_5_1"	"B06_E06_P3-G03_LIG92_5_1"	"SRI"
"B06_E07_P1-F12_LIG110_5_1"	"B06_E07_P1-F12_LIG110_5_1"	"SRI"
"B06_E11_P1-F12_LIG164_5_1"	"B06_E11_P1-F12_LIG164_5_1"	"sAM"
"B06_E11_P3-G03_LIG36_5_1"	"B06_E11_P3-G03_LIG36_5_1"	"SRI"
"B10_A01_P1-F09_LIG8_5_1"	"B10_A01_P1-F09_LIG8_5_1"	"SRI"
"B10_A02_P1-F11_LIG55_5_1"	"B10_A02_P1-F11_LIG55_5_1"	"SRI"
"B10_A03_P1-F10_LIG108_5_1"	"B10_A03_P1-F10_LIG108_5_1"	"SRI"
"B10_A06_P1-F10_LIG258_5_1"	"B10_A06_P1-F10_LIG258_5_1"	"SRI"
"B10_A06_P3-G02_LIG227_5_1"	"B10_A06_P3-G02_LIG227_5_1"	"SRI"
"B10_A07_P1-F09_LIG282_5_1"	"B10_A07_P1-F09_LIG282_5_1"	"SRI"
"B10_A07_P1-F09_LIG69_5_1"	"B10_A07_P1-F09_LIG69_5_1"	"SRI"
"B10_A07_P1-F10_LIG300_5_1"	"B10_A07_P1-F10_LIG300_5_1"	"SRI"
"B10_A07_P3-G02_LIG140_5_1"	"B10_A07_P3-G02_LIG140_5_1"	"SRI"
"B10_A10_P1-F12_LIG44_5_1"	"B10_A10_P1-F12_LIG44_5_1"	"SII"
"B10_A11_P1-F09_LIG69_5_1"	"B10_A11_P1-F09_LIG69_5_1"	"sAM"
"B11_B02_P3-G02_LIG227_5_1"	"B11_B02_P3-G02_LIG227_5_1"	"SRI"
"B11_B03_P1-F10_LIG39_5_1"	"B11_B03_P1-F10_LIG39_5_1"	"SRI"
"B11_B03_P3-G03_LIG235_5_1"	"B11_B03_P3-G03_LIG235_5_1"	"SRI"
"B11_B04_P3-G02_LIG292_5_1"	"B11_B04_P3-G02_LIG292_5_1"	"SRI"
"B11_B04_P3-G02_LIG300_5_1"	"B11_B04_P3-G02_LIG300_5_1"	"SRI"
"B11_B06_P1-F11_LIG255_5_1"	"B11_B06_P1-F11_LIG255_5_1"	"SRI"
"B11_B07_P3-G03_LIG280_5_1"	"B11_B07_P3-G03_LIG280_5_1"	"SRI"
"B11_B08_P3-G03_LIG379_5_1"	"B11_B08_P3-G03_LIG379_5_1"	"SRI"
"B11_B10_P1-F11_LIG362_5_1"	"B11_B10_P1-F11_LIG362_5_1"	"SRI"
"B11_B12_P1-F11_LIG172_5_1"	"B11_B12_P1-F11_LIG172_5_1"	"SII"
"B11_F03_P1-F09_LIG270_5_1"	"B11_F03_P1-F09_LIG270_5_1"	"SRI"
"B11_F03_P1-F10_LIG326_5_1"	"B11_F03_P1-F10_LIG326_5_1"	"SRI"
"B11_F03_P1-F11_LIG263_5_1"	"B11_F03_P1-F11_LIG263_5_1"	"SRI"
"B11_F03_P1-F12_LIG316_5_1"	"B11_F03_P1-F12_LIG316_5_1"	"SRI"
"B11_F04_P3-G02_LIG162_5_1"	"B11_F04_P3-G02_LIG162_5_1"	"SRI"
"B11_F04_P3-G02_LIG9_5_1"	"B11_F04_P3-G02_LIG9_5_1"	"SRI"
"B11_F05_P1-F09_LIG40_5_1"	"B11_F05_P1-F09_LIG40_5_1"	"SRI"
"B11_F06_P3-G03_LIG283_5_1"	"B11_F06_P3-G03_LIG283_5_1"	"SRI"
"B11_F07_P1-F11_LIG204_5_1"	"B11_F07_P1-F11_LIG204_5_1"	"SII"
"B11_F07_P3-G02_LIG152_5_1"	"B11_F07_P3-G02_LIG152_5_1"	"SRI"
"B11_F08_P1-F09_LIG74_5_1"	"B11_F08_P1-F09_LIG74_5_1"	"SRI"
"B11_F10_P1-F10_LIG243_5_1"	"B11_F10_P1-F10_LIG243_5_1"	"SRI"
"B11_F10_P1-F10_LIG86_5_1"	"B11_F10_P1-F10_LIG86_5_1"	"SRI"
"B11_F10_P1-F12_LIG73_5_1"	"B11_F10_P1-F12_LIG73_5_1"	"SRI"
"B11_F11_P1-F09_LIG101_5_1"	"B11_F11_P1-F09_LIG101_5_1"	"SRI"
"B11_F12_P1-F12_LIG249_5_1"	"B11_F12_P1-F12_LIG249_5_1"	"SII"
"B11_F12_P1-F12_LIG282_5_1"	"B11_F12_P1-F12_LIG282_5_1"	"SII"
"B12_G04_P1-F09_LIG72_5_1"	"B12_G04_P1-F09_LIG72_5_1"	"SRI"
"B12_G05_P1-F09_LIG346_5_1"	"B12_G05_P1-F09_LIG346_5_1"	"SRI"
"B12_G05_P1-F11_LIG312_5_1"	"B12_G05_P1-F11_LIG312_5_1"	"SRI"
"B12_G08_P1-F09_LIG55_5_1"	"B12_G08_P1-F09_LIG55_5_1"	"sAM"
"B12_G08_P3-G02_LIG2_5_1"	"B12_G08_P3-G02_LIG2_5_1"	"SII"
"B12_G08_P3-G03_LIG249_5_1"	"B12_G08_P3-G03_LIG249_5_1"	"SRI"
"B12_G09_P1-F09_LIG254_5_1"	"B12_G09_P1-F09_LIG254_5_1"	"SRI"
"B12_G10_P3-G03_LIG222_5_1"	"B12_G10_P3-G03_LIG222_5_1"	"SRI"
"B12_G12_P1-F11_LIG75_5_1"	"B12_G12_P1-F11_LIG75_5_1"	"SRI"
"B12_G12_P3-G02_LIG84_5_1"	"B12_G12_P3-G02_LIG84_5_1"	"SII"
"C02_B01_P3-G02_LIG381_5_1"	"C02_B01_P3-G02_LIG381_5_1"	"eAM"
"C02_B08_P1-F12_LIG69_5_1"	"C02_B08_P1-F12_LIG69_5_1"	"SII"
"C02_B10_P1-F12_LIG35_5_1"	"C02_B10_P1-F12_LIG35_5_1"	"SII"
